,,,,,,,Daily Price Arrival Report-07-11-2025 to 07-02-2026 for Uttar Pradesh,,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Uttar Pradesh,Gorakhpur,Gorakhpur APMC,Vegetables,Potato,Desi,FAQ,545.00,645.00,595.00,Rs./Quintal,350.00,Metric Tonnes,02-02-2026
Uttar Pradesh,Gorakhpur,Gorakhpur APMC,Vegetables,Potato,Desi,FAQ,"1,350.00","1,450.00","1,400.00",Rs./Quintal,280.00,Metric Tonnes,01-12-2025
Uttar Pradesh,Gorakhpur,Gorakhpur APMC,Vegetables,Potato,Desi,FAQ,575.00,675.00,625.00,Rs./Quintal,300.00,Metric Tonnes,01-02-2026
Uttar Pradesh,Gorakhpur,Gorakhpur APMC,Vegetables,Potato,Desi,FAQ,825.00,925.00,875.00,Rs./Quintal,300.00,Metric Tonnes,01-01-2026
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,725.00,760.00,745.00,Rs./Quintal,11.50,Metric Tonnes,31-12-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,700.00,775.00,750.00,Rs./Quintal,9.00,Metric Tonnes,30-12-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,"1,250.00","1,325.00","1,290.00",Rs./Quintal,11.00,Metric Tonnes,30-11-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,725.00,755.00,740.00,Rs./Quintal,13.00,Metric Tonnes,29-12-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,"1,275.00","1,325.00","1,315.00",Rs./Quintal,11.50,Metric Tonnes,29-11-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,625.00,675.00,650.00,Rs./Quintal,19.40,Metric Tonnes,29-01-2026
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,"1,300.00","1,375.00","1,345.00",Rs./Quintal,9.50,Metric Tonnes,28-11-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,650.00,670.00,655.00,Rs./Quintal,11.00,Metric Tonnes,28-01-2026
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,"1,275.00","1,325.00","1,300.00",Rs./Quintal,16.50,Metric Tonnes,27-11-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,800.00,850.00,825.00,Rs./Quintal,12.50,Metric Tonnes,26-12-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,"1,300.00","1,370.00","1,350.00",Rs./Quintal,13.20,Metric Tonnes,26-11-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,800.00,900.00,825.00,Rs./Quintal,12.50,Metric Tonnes,25-12-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,"1,300.00","1,355.00","1,340.00",Rs./Quintal,11.60,Metric Tonnes,25-11-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,800.00,870.00,850.00,Rs./Quintal,11.80,Metric Tonnes,24-12-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,"1,300.00","1,375.00","1,325.00",Rs./Quintal,11.50,Metric Tonnes,24-11-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,650.00,690.00,675.00,Rs./Quintal,15.40,Metric Tonnes,23-01-2026
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,850.00,900.00,875.00,Rs./Quintal,14.00,Metric Tonnes,22-12-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,"1,300.00","1,375.00","1,325.00",Rs./Quintal,9.00,Metric Tonnes,22-11-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,650.00,680.00,675.00,Rs./Quintal,14.00,Metric Tonnes,22-01-2026
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,"1,300.00","1,375.00","1,350.00",Rs./Quintal,12.50,Metric Tonnes,21-11-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,650.00,700.00,675.00,Rs./Quintal,12.60,Metric Tonnes,20-01-2026
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,"1,300.00","1,375.00","1,325.00",Rs./Quintal,75.00,Metric Tonnes,19-11-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,650.00,700.00,675.00,Rs./Quintal,14.20,Metric Tonnes,19-01-2026
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,900.00,"1,000.00",950.00,Rs./Quintal,11.20,Metric Tonnes,18-12-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,"1,325.00","1,365.00","1,355.00",Rs./Quintal,8.20,Metric Tonnes,18-11-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,650.00,700.00,675.00,Rs./Quintal,11.00,Metric Tonnes,18-01-2026
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,"1,300.00","1,355.00","1,320.00",Rs./Quintal,13.00,Metric Tonnes,17-11-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,950.00,"1,000.00",975.00,Rs./Quintal,15.00,Metric Tonnes,16-12-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,"1,300.00","1,355.00","1,340.00",Rs./Quintal,12.40,Metric Tonnes,16-11-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,675.00,700.00,680.00,Rs./Quintal,13.20,Metric Tonnes,16-01-2026
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,"1,050.00","1,100.00","1,075.00",Rs./Quintal,12.20,Metric Tonnes,15-12-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,"1,050.00","1,100.00","1,075.00",Rs./Quintal,13.20,Metric Tonnes,14-12-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,"1,300.00","1,355.00","1,325.00",Rs./Quintal,11.00,Metric Tonnes,14-11-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,"1,300.00","1,350.00","1,320.00",Rs./Quintal,7.50,Metric Tonnes,13-11-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,"1,255.00","1,325.00","1,300.00",Rs./Quintal,14.50,Metric Tonnes,11-11-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,680.00,725.00,700.00,Rs./Quintal,15.00,Metric Tonnes,11-01-2026
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,"1,100.00","1,150.00","1,125.00",Rs./Quintal,11.00,Metric Tonnes,10-12-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,"1,130.00","1,225.00","1,200.00",Rs./Quintal,13.00,Metric Tonnes,08-12-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,"1,250.00","1,300.00","1,295.00",Rs./Quintal,11.00,Metric Tonnes,07-11-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,700.00,755.00,725.00,Rs./Quintal,14.50,Metric Tonnes,07-01-2026
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,625.00,670.00,650.00,Rs./Quintal,15.00,Metric Tonnes,06-02-2026
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,700.00,750.00,725.00,Rs./Quintal,14.00,Metric Tonnes,06-01-2026
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,600.00,655.00,625.00,Rs./Quintal,12.60,Metric Tonnes,05-02-2026
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,"1,250.00","1,300.00","1,280.00",Rs./Quintal,11.00,Metric Tonnes,04-12-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,600.00,675.00,625.00,Rs./Quintal,16.00,Metric Tonnes,04-02-2026
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,600.00,670.00,625.00,Rs./Quintal,13.40,Metric Tonnes,03-02-2026
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,"1,275.00","1,325.00","1,300.00",Rs./Quintal,86.00,Metric Tonnes,02-12-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,600.00,650.00,625.00,Rs./Quintal,10.50,Metric Tonnes,02-02-2026
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,"1,255.00","1,305.00","1,300.00",Rs./Quintal,9.60,Metric Tonnes,01-12-2025
Uttar Pradesh,Hamirpur,Bharuasumerpur APMC,Vegetables,Potato,Desi,FAQ,700.00,750.00,720.00,Rs./Quintal,13.20,Metric Tonnes,01-01-2026
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,650.00,850.00,750.00,Rs./Quintal,2.00,Metric Tonnes,31-12-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,650.00,850.00,750.00,Rs./Quintal,2.20,Metric Tonnes,30-12-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,700.00,900.00,800.00,Rs./Quintal,1.50,Metric Tonnes,29-12-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,720.00,920.00,820.00,Rs./Quintal,1.80,Metric Tonnes,28-12-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,750.00,950.00,850.00,Rs./Quintal,2.00,Metric Tonnes,27-12-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,"1,220.00","1,420.00","1,320.00",Rs./Quintal,1.70,Metric Tonnes,26-11-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,"1,220.00","1,420.00","1,320.00",Rs./Quintal,2.00,Metric Tonnes,25-11-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,800.00,"1,000.00",900.00,Rs./Quintal,1.80,Metric Tonnes,24-12-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,"1,200.00","1,400.00","1,300.00",Rs./Quintal,1.70,Metric Tonnes,24-11-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,780.00,980.00,880.00,Rs./Quintal,2.20,Metric Tonnes,23-12-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,825.00,"1,025.00",925.00,Rs./Quintal,1.70,Metric Tonnes,22-12-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,"1,200.00","1,400.00","1,300.00",Rs./Quintal,1.80,Metric Tonnes,22-11-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,820.00,"1,020.00",920.00,Rs./Quintal,2.00,Metric Tonnes,21-12-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,"1,220.00","1,420.00","1,320.00",Rs./Quintal,1.70,Metric Tonnes,21-11-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,800.00,"1,000.00",900.00,Rs./Quintal,1.80,Metric Tonnes,20-12-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,"1,240.00","1,440.00","1,340.00",Rs./Quintal,2.00,Metric Tonnes,20-11-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,850.00,"1,050.00",950.00,Rs./Quintal,1.70,Metric Tonnes,19-12-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,"1,220.00","1,420.00","1,320.00",Rs./Quintal,2.00,Metric Tonnes,19-11-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,"1,210.00","1,410.00","1,310.00",Rs./Quintal,1.70,Metric Tonnes,18-11-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,950.00,"1,150.00","1,050.00",Rs./Quintal,2.00,Metric Tonnes,17-12-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,580.00,780.00,680.00,Rs./Quintal,2.00,Metric Tonnes,17-01-2026
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,900.00,"1,100.00","1,000.00",Rs./Quintal,2.20,Metric Tonnes,16-12-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,"1,150.00","1,350.00","1,250.00",Rs./Quintal,1.80,Metric Tonnes,16-11-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,600.00,800.00,700.00,Rs./Quintal,2.00,Metric Tonnes,16-01-2026
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,"1,200.00","1,400.00","1,300.00",Rs./Quintal,1.70,Metric Tonnes,15-11-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,"1,190.00","1,390.00","1,290.00",Rs./Quintal,1.70,Metric Tonnes,14-11-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,"1,080.00","1,280.00","1,180.00",Rs./Quintal,1.70,Metric Tonnes,13-12-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,"1,150.00","1,350.00","1,250.00",Rs./Quintal,2.00,Metric Tonnes,13-11-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,620.00,820.00,720.00,Rs./Quintal,2.00,Metric Tonnes,13-01-2026
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,"1,050.00","1,250.00","1,150.00",Rs./Quintal,2.00,Metric Tonnes,12-12-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,600.00,800.00,700.00,Rs./Quintal,2.20,Metric Tonnes,12-01-2026
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,"1,020.00","1,220.00","1,120.00",Rs./Quintal,2.00,Metric Tonnes,11-12-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,"1,080.00","1,280.00","1,180.00",Rs./Quintal,1.70,Metric Tonnes,10-12-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,600.00,800.00,700.00,Rs./Quintal,1.80,Metric Tonnes,08-01-2026
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,550.00,750.00,650.00,Rs./Quintal,2.00,Metric Tonnes,07-01-2026
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,"1,120.00","1,320.00","1,220.00",Rs./Quintal,2.00,Metric Tonnes,06-12-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,650.00,850.00,750.00,Rs./Quintal,2.20,Metric Tonnes,06-01-2026
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,"1,150.00","1,350.00","1,250.00",Rs./Quintal,1.80,Metric Tonnes,05-12-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,600.00,800.00,700.00,Rs./Quintal,1.80,Metric Tonnes,05-01-2026
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,650.00,750.00,700.00,Rs./Quintal,2.20,Metric Tonnes,04-01-2026
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,"1,180.00","1,380.00","1,280.00",Rs./Quintal,1.70,Metric Tonnes,03-12-2025
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,540.00,740.00,640.00,Rs./Quintal,2.00,Metric Tonnes,03-01-2026
Uttar Pradesh,Hamirpur,Muskara APMC,Vegetables,Potato,Potato,FAQ,"1,200.00","1,400.00","1,300.00",Rs./Quintal,2.00,Metric Tonnes,02-12-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,750.00,815.00,795.00,Rs./Quintal,440.00,Metric Tonnes,31-12-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,800.00,800.00,800.00,Rs./Quintal,4.00,Metric Tonnes,31-01-2026
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,Medium,750.00,875.00,820.00,Rs./Quintal,408.50,Metric Tonnes,30-12-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,Medium,760.00,860.00,830.00,Rs./Quintal,412.00,Metric Tonnes,29-12-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,Medium,"1,200.00","1,300.00","1,255.00",Rs./Quintal,217.00,Metric Tonnes,29-11-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,Medium,770.00,860.00,835.00,Rs./Quintal,402.00,Metric Tonnes,28-12-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,800.00,800.00,800.00,Rs./Quintal,5.00,Metric Tonnes,28-01-2026
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,"1,220.00","1,280.00","1,255.00",Rs./Quintal,197.00,Metric Tonnes,27-11-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,800.00,850.00,825.00,Rs./Quintal,420.00,Metric Tonnes,26-12-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,"1,200.00","1,290.00","1,250.00",Rs./Quintal,196.50,Metric Tonnes,26-11-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,830.00,890.00,865.00,Rs./Quintal,412.00,Metric Tonnes,25-12-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,"1,190.00","1,290.00","1,245.00",Rs./Quintal,195.00,Metric Tonnes,25-11-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,830.00,890.00,872.00,Rs./Quintal,410.00,Metric Tonnes,24-12-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,800.00,800.00,800.00,Rs./Quintal,50.00,Metric Tonnes,24-01-2026
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,835.00,920.00,880.00,Rs./Quintal,405.00,Metric Tonnes,23-12-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,"1,200.00","1,280.00","1,245.00",Rs./Quintal,195.00,Metric Tonnes,23-11-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,Medium,800.00,800.00,800.00,Rs./Quintal,13.00,Metric Tonnes,23-01-2026
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,830.00,910.00,875.00,Rs./Quintal,400.00,Metric Tonnes,22-12-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,"1,220.00","1,280.00","1,255.00",Rs./Quintal,193.00,Metric Tonnes,22-11-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,750.00,840.00,800.00,Rs./Quintal,5.00,Metric Tonnes,22-01-2026
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,850.00,910.00,880.00,Rs./Quintal,372.00,Metric Tonnes,21-12-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,"1,260.00","1,260.00","1,260.00",Rs./Quintal,195.00,Metric Tonnes,21-11-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,790.00,810.00,800.00,Rs./Quintal,3.50,Metric Tonnes,21-01-2026
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,830.00,910.00,875.00,Rs./Quintal,360.00,Metric Tonnes,20-12-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,"1,225.00","1,290.00","1,265.00",Rs./Quintal,187.00,Metric Tonnes,20-11-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,840.00,910.00,875.00,Rs./Quintal,352.00,Metric Tonnes,19-12-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,"1,230.00","1,300.00","1,265.00",Rs./Quintal,185.00,Metric Tonnes,19-11-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,Medium,850.00,920.00,890.00,Rs./Quintal,350.00,Metric Tonnes,18-12-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,850.00,920.00,890.00,Rs./Quintal,342.00,Metric Tonnes,17-12-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,"1,220.00","1,290.00","1,250.00",Rs./Quintal,187.00,Metric Tonnes,17-11-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,640.00,700.00,675.00,Rs./Quintal,445.00,Metric Tonnes,17-01-2026
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,880.00,950.00,925.00,Rs./Quintal,330.00,Metric Tonnes,16-12-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,"1,220.00","1,300.00","1,250.00",Rs./Quintal,185.00,Metric Tonnes,16-11-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,630.00,710.00,685.00,Rs./Quintal,442.00,Metric Tonnes,16-01-2026
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,900.00,"1,000.00",950.00,Rs./Quintal,320.00,Metric Tonnes,15-12-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,"1,200.00","1,270.00","1,245.00",Rs./Quintal,189.00,Metric Tonnes,15-11-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,660.00,720.00,690.00,Rs./Quintal,440.00,Metric Tonnes,15-01-2026
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,970.00,"1,030.00","1,010.00",Rs./Quintal,303.00,Metric Tonnes,14-12-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,"1,210.00","1,275.00","1,240.00",Rs./Quintal,190.00,Metric Tonnes,14-11-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,650.00,720.00,690.00,Rs./Quintal,465.00,Metric Tonnes,14-01-2026
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Other,FAQ,"1,200.00","1,270.00","1,245.00",Rs./Quintal,192.00,Metric Tonnes,13-11-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,650.00,730.00,700.00,Rs./Quintal,462.00,Metric Tonnes,13-01-2026
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,"1,000.00","1,060.00","1,030.00",Rs./Quintal,252.00,Metric Tonnes,12-12-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,Medium,600.00,790.00,710.00,Rs./Quintal,460.00,Metric Tonnes,12-01-2026
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,"1,040.00","1,100.00","1,070.00",Rs./Quintal,250.00,Metric Tonnes,11-12-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,"1,050.00","1,120.00","1,090.00",Rs./Quintal,242.00,Metric Tonnes,10-12-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,"1,100.00","1,170.00","1,145.00",Rs./Quintal,230.00,Metric Tonnes,09-12-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,700.00,775.00,735.00,Rs./Quintal,450.00,Metric Tonnes,09-01-2026
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,"1,100.00","1,160.00","1,140.00",Rs./Quintal,227.00,Metric Tonnes,08-12-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,700.00,770.00,740.00,Rs./Quintal,462.00,Metric Tonnes,08-01-2026
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,"1,100.00","1,180.00","1,160.00",Rs./Quintal,225.00,Metric Tonnes,07-12-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,710.00,770.00,750.00,Rs./Quintal,455.00,Metric Tonnes,07-01-2026
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,"1,130.00","1,210.00","1,180.00",Rs./Quintal,222.00,Metric Tonnes,06-12-2025
Uttar Pradesh,Hardoi,Hardoi APMC,Vegetables,Potato,Kufri Megha,FAQ,700.00,765.00,745.00,Rs./Quintal,460.00,Metric Tonnes,06-01-2026
